playerId,playerName,date,distanceCoveredKm,topSpeedKmh,avgHeartRate,sleepHours,fatigueScore
4,Brahim Diaz,2026-06-27,7.82,28.4,150,7.1,8
5,Yassine Bounou,2026-06-20,10.27,33.8,160,8.3,8
2,Sofyan Amrabat,2026-06-08,9.37,27.8,156,6.1,5
4,Brahim Diaz,2026-06-06,6.88,33.9,147,6.7,3
2,Sofyan Amrabat,2026-06-30,8.87,29.2,150,6.2,9
1,Achraf Hakimi,2026-06-15,10.30,31.0,181,5.6,8
2,Sofyan Amrabat,2026-06-24,8.93,30.0,154,7.6,5
5,Yassine Bounou,2026-06-07,6.34,33.4,141,8.4,8
5,Yassine Bounou,2026-06-16,8.94,25.2,152,5.5,6
5,Yassine Bounou,2026-06-13,6.22,28.5,148,6.6,3
4,Brahim Diaz,2026-06-20,5.74,31.9,175,6.5,6
2,Sofyan Amrabat,2026-06-08,8.24,29.2,133,6.5,7
2,Sofyan Amrabat,2026-06-08,12.66,28.3,157,6.5,2
5,Yassine Bounou,2026-06-02,9.01,30.7,167,6.0,5
1,Achraf Hakimi,2026-06-17,12.42,28.7,162,5.9,7
4,Brahim Diaz,2026-06-05,12.99,25.1,144,6.7,10
5,Yassine Bounou,2026-06-17,11.64,29.2,167,6.3,9
4,Brahim Diaz,2026-06-08,9.85,33.5,162,8.0,7
5,Yassine Bounou,2026-06-28,8.42,34.5,142,5.0,5
1,Achraf Hakimi,2026-06-26,10.48,27.0,150,6.6,4
4,Brahim Diaz,2026-06-11,12.96,31.0,143,5.7,6
5,Yassine Bounou,2026-06-12,11.54,26.3,180,9.0,4
5,Yassine Bounou,2026-06-14,9.48,25.1,169,6.0,6
4,Brahim Diaz,2026-06-27,7.42,27.7,181,7.2,6
2,Sofyan Amrabat,2026-06-04,13.87,28.8,166,5.5,5
1,Achraf Hakimi,2026-06-24,14.55,32.8,139,7.9,9
4,Brahim Diaz,2026-06-09,8.86,34.3,156,6.3,7
4,Brahim Diaz,2026-06-06,12.93,25.5,147,7.7,1
4,Brahim Diaz,2026-06-28,11.04,25.5,183,8.9,7
2,Sofyan Amrabat,2026-06-10,6.26,27.5,151,8.9,9
5,Yassine Bounou,2026-06-27,5.42,28.9,148,8.5,8
5,Yassine Bounou,2026-06-20,14.99,29.5,136,6.8,6
5,Yassine Bounou,2026-06-01,13.23,26.5,179,6.1,6
5,Yassine Bounou,2026-06-05,5.90,32.8,146,7.3,9
3,Hakim Ziyech,2026-06-13,10.14,25.9,149,6.5,7
1,Achraf Hakimi,2026-06-13,10.33,29.7,171,6.9,5
2,Sofyan Amrabat,2026-06-08,11.66,28.7,159,6.2,4
4,Brahim Diaz,2026-06-16,9.40,27.4,178,5.8,8
5,Yassine Bounou,2026-06-15,13.45,30.6,152,8.6,8
4,Brahim Diaz,2026-06-09,12.71,26.9,148,8.7,8
1,Achraf Hakimi,2026-06-30,10.76,26.1,161,6.6,9
1,Achraf Hakimi,2026-06-24,5.10,26.7,141,7.2,3
4,Brahim Diaz,2026-06-21,5.44,30.4,143,7.8,5
5,Yassine Bounou,2026-06-22,9.44,34.6,160,8.4,4
3,Hakim Ziyech,2026-06-05,12.88,32.8,182,8.5,9
3,Hakim Ziyech,2026-06-09,11.79,32.4,152,6.6,1
2,Sofyan Amrabat,2026-06-08,6.47,31.3,165,5.5,8
1,Achraf Hakimi,2026-06-16,9.22,28.7,152,5.3,5
3,Hakim Ziyech,2026-06-27,13.93,33.3,146,5.8,2
1,Achraf Hakimi,2026-06-06,5.56,25.2,154,8.3,5
1,Achraf Hakimi,2026-06-22,12.80,30.1,145,8.0,9
3,Hakim Ziyech,2026-06-25,5.17,33.4,160,5.8,5
5,Yassine Bounou,2026-06-27,12.27,30.9,176,6.6,5
2,Sofyan Amrabat,2026-06-10,9.88,29.8,170,8.6,6
3,Hakim Ziyech,2026-06-14,7.65,33.4,164,5.7,10
5,Yassine Bounou,2026-06-08,8.26,26.8,168,8.7,8
2,Sofyan Amrabat,2026-06-25,9.40,31.6,146,6.8,7
3,Hakim Ziyech,2026-06-04,8.62,32.5,131,7.0,9
5,Yassine Bounou,2026-06-30,12.37,28.5,169,7.6,1
5,Yassine Bounou,2026-06-08,13.75,29.5,176,7.6,3
4,Brahim Diaz,2026-06-18,6.88,25.7,156,6.4,1
3,Hakim Ziyech,2026-06-06,7.69,27.3,144,6.9,9
1,Achraf Hakimi,2026-06-07,7.13,34.8,139,5.3,10
3,Hakim Ziyech,2026-06-16,5.89,27.1,134,7.8,5
3,Hakim Ziyech,2026-06-24,8.21,34.3,161,6.1,8
3,Hakim Ziyech,2026-06-16,12.12,33.4,156,5.9,2
4,Brahim Diaz,2026-06-25,10.12,26.2,169,8.3,3
3,Hakim Ziyech,2026-06-20,8.76,30.9,154,8.0,6
5,Yassine Bounou,2026-06-11,7.89,34.7,144,8.2,10
3,Hakim Ziyech,2026-06-15,14.93,30.5,175,6.1,6
4,Brahim Diaz,2026-06-03,6.09,33.7,156,6.8,9
5,Yassine Bounou,2026-06-21,6.46,32.8,178,7.1,2
4,Brahim Diaz,2026-06-12,14.07,34.5,155,7.1,4
3,Hakim Ziyech,2026-06-05,7.58,34.6,151,5.1,10
4,Brahim Diaz,2026-06-10,13.86,34.7,160,7.8,10
5,Yassine Bounou,2026-06-07,10.26,28.9,152,7.6,10
2,Sofyan Amrabat,2026-06-27,6.75,27.4,177,7.5,7
5,Yassine Bounou,2026-06-23,9.69,25.8,146,8.8,8
5,Yassine Bounou,2026-06-18,7.69,29.0,164,8.0,3
1,Achraf Hakimi,2026-06-09,13.66,30.3,133,5.4,9
2,Sofyan Amrabat,2026-06-09,10.95,31.0,134,6.0,6
2,Sofyan Amrabat,2026-06-06,7.13,26.5,172,6.3,2
2,Sofyan Amrabat,2026-06-29,9.22,28.0,130,6.3,8
3,Hakim Ziyech,2026-06-28,9.02,29.7,180,8.0,10
3,Hakim Ziyech,2026-06-12,12.90,33.4,135,7.3,1
4,Brahim Diaz,2026-06-06,13.71,30.2,168,5.9,7
1,Achraf Hakimi,2026-06-07,14.91,26.4,144,5.9,3
2,Sofyan Amrabat,2026-06-29,10.77,32.4,135,7.2,3
2,Sofyan Amrabat,2026-06-16,7.90,28.4,140,8.6,5
5,Yassine Bounou,2026-06-11,11.33,34.1,171,8.1,8
3,Hakim Ziyech,2026-06-09,9.13,30.0,140,7.5,9
2,Sofyan Amrabat,2026-06-14,11.02,31.5,136,7.9,4
2,Sofyan Amrabat,2026-06-22,10.36,34.3,182,6.8,9
4,Brahim Diaz,2026-06-29,7.38,29.0,137,8.2,1
4,Brahim Diaz,2026-06-19,14.14,32.7,136,6.7,5
3,Hakim Ziyech,2026-06-27,12.94,30.4,158,5.4,4
2,Sofyan Amrabat,2026-06-06,10.05,32.8,164,7.0,1
3,Hakim Ziyech,2026-06-30,6.28,30.3,137,5.7,9
4,Brahim Diaz,2026-06-29,6.75,27.8,157,6.7,6
2,Sofyan Amrabat,2026-06-15,6.19,31.0,163,6.1,1
2,Sofyan Amrabat,2026-06-27,13.69,25.4,141,7.4,7
